Potential(1),I(1),Scan(1),Potential(2),I(2),Scan(2),Potential(3),I(3),Scan(3),Voltage,Current
0.331512451,-1.18E-05,2,0.331604004,-8.52051E-06,2,0.331481934,-2.995E-06,2,0.331532796,-7.7773E-06
0.32901001,-1.20E-05,2,0.32913208,-8.70667E-06,2,0.329040527,-3.10638E-06,2,0.329060872,-7.94158E-06
0.326599121,-1.21E-05,2,0.326690674,-8.84094E-06,2,0.326568604,-3.18176E-06,2,0.326619466,-8.03284E-06
0.324157715,-1.22E-05,2,0.324249268,-8.98132E-06,2,0.32409668,-3.27667E-06,2,0.324167887,-8.154E-06
0.321685791,-1.22E-05,2,0.321838379,-9.09119E-06,2,0.321655273,-3.33679E-06,2,0.321726481,-8.21879E-06
0.319274902,-1.24E-05,2,0.319366455,-9.25598E-06,2,0.31918335,-3.44727E-06,2,0.319274902,-8.37668E-06
0.316802979,-1.25E-05,2,0.316955566,-0.000009375,2,0.316864014,-3.51135E-06,2,0.316874186,-8.44788E-06
0.314361572,-1.26E-05,2,0.314544678,-9.52759E-06,2,0.314361572,-3.60809E-06,2,0.314422607,-8.57269E-06
0.311920166,-1.27E-05,2,0.312011719,-9.69543E-06,2,0.311889648,-3.70819E-06,2,0.311940511,-8.71184E-06
0.309387207,-1.28E-05,2,0.309570313,-9.82971E-06,2,0.309387207,-3.7793E-06,2,0.309448242,-8.8027E-06
0.307128906,-1.28E-05,2,0.307128906,-9.91211E-06,2,0.307006836,-3.84827E-06,2,0.307088216,-8.86636E-06
0.304504395,-1.30E-05,2,0.3046875,-1.01135E-05,2,0.304473877,-3.94226E-06,2,0.304555257,-9.01266E-06
0.301971436,-1.31E-05,2,0.302215576,-1.02325E-05,2,0.302093506,-4.03076E-06,2,0.302093506,-9.1154E-06
0.299560547,-1.32E-05,2,0.29977417,-1.03668E-05,2,0.299621582,-4.10736E-06,2,0.2996521,-9.21619E-06
0.297149658,-1.33E-05,2,0.297332764,-1.04889E-05,2,0.297180176,-4.18579E-06,2,0.297220866,-9.30949E-06
0.294799805,-1.33E-05,2,0.29486084,-1.06262E-05,2,0.29473877,-4.26788E-06,2,0.294799805,-9.4111E-06
0.292388916,-1.34E-05,2,0.292449951,-1.07208E-05,2,0.292327881,-4.33655E-06,2,0.292388916,-9.48182E-06
0.289855957,-1.35E-05,2,0.290039063,-1.091E-05,2,0.289855957,-4.43787E-06,2,0.289916992,-9.63157E-06
0.287445068,-1.36E-05,2,0.287536621,-1.10291E-05,2,0.287414551,-4.51111E-06,2,0.287465413,-9.72209E-06
0.284942627,-1.37E-05,2,0.28515625,-1.11511E-05,2,0.284881592,-4.59503E-06,2,0.28499349,-9.82128E-06
0.282531738,-1.37E-05,2,0.282653809,-1.1264E-05,2,0.282470703,-4.6579E-06,2,0.282552083,-9.89005E-06
0.28012085,-1.39E-05,2,0.280212402,-1.14319E-05,2,0.28012085,-4.7641E-06,2,0.280151367,-1.00333E-05
0.277740479,-1.39E-05,2,0.277770996,-1.15326E-05,2,0.277618408,-4.81995E-06,2,0.277709961,-1.00926E-05
0.27520752,-1.41E-05,2,0.27532959,-1.1676E-05,2,0.275177002,-4.91791E-06,2,0.275238037,-1.02198E-05
0.272796631,-1.42E-05,2,0.272949219,-1.18347E-05,2,0.272674561,-5.00305E-06,2,0.272806803,-1.03306E-05
0.27029419,-1.42E-05,2,0.270507813,-1.19598E-05,2,0.270263672,-5.08484E-06,2,0.270355225,-1.04291E-05
0.267913818,-1.43E-05,2,0.268096924,-1.20575E-05,2,0.267822266,-5.15594E-06,2,0.267944336,-1.04996E-05
0.265472412,-1.44E-05,2,0.265594482,-1.22528E-05,2,0.265380859,-5.25482E-06,2,0.265482585,-1.06505E-05
0.262908936,-1.45E-05,2,0.263122559,-1.23627E-05,2,0.262908936,-5.34607E-06,2,0.262980143,-1.07471E-05
0.2605896,-1.46E-05,2,0.260803223,-1.25183E-05,2,0.260437012,-5.4245E-06,2,0.260609945,-1.08454E-05
0.258148193,-1.47E-05,2,0.258270264,-1.26465E-05,2,0.258056641,-5.52032E-06,2,0.258158366,-1.09557E-05
0.25567627,-1.48E-05,2,0.25579834,-1.27991E-05,2,0.255615234,-5.60638E-06,2,0.255696615,-1.10597E-05
0.253295898,-1.48E-05,2,0.253448486,-1.29028E-05,2,0.253112793,-5.6778E-06,2,0.253285726,-1.11353E-05
0.25076294,-1.50E-05,2,0.250915527,-1.3089E-05,2,0.250701904,-5.7959E-06,2,0.250793457,-1.12927E-05
0.248321533,-1.51E-05,2,0.248443604,-1.32385E-05,2,0.248260498,-5.88959E-06,2,0.248341878,-1.13952E-05
0.245941162,-1.52E-05,2,0.246063232,-1.33698E-05,2,0.245788574,-5.98785E-06,2,0.24593099,-1.15144E-05
0.243499756,-1.52E-05,2,0.243713379,-1.35071E-05,2,0.243347168,-6.06598E-06,2,0.243520101,-1.15964E-05
0.24105835,-1.54E-05,2,0.241088867,-1.36902E-05,2,0.241210938,-6.19507E-06,2,0.241119385,-1.17615E-05
0.238616943,-1.54E-05,2,0.238708496,-1.38245E-05,2,0.238830566,-6.27136E-06,2,0.238718669,-1.18388E-05
0.23614502,-1.56E-05,2,0.236297607,-1.40167E-05,2,0.236297607,-6.39648E-06,2,0.236246745,-1.19965E-05
0.233642578,-1.57E-05,2,0.233856201,-1.41937E-05,2,0.233856201,-6.5155E-06,2,0.233784993,-1.21317E-05
0.231201172,-1.58E-05,2,0.231384277,-1.43677E-05,2,0.231414795,-6.62842E-06,2,0.231333415,-1.22599E-05
0.228912354,-1.59E-05,2,0.228912354,-1.45111E-05,2,0.229034424,-6.73523E-06,2,0.228953044,-1.23667E-05
0.226348877,-1.60E-05,2,0.226470947,-1.47583E-05,2,0.2265625,-6.87256E-06,2,0.226460775,-1.25519E-05
