Potential(1),I(1),Scan(1),Potential(2),I(2),Scan(2),Potential(3),I(3),Scan(3),Voltage,Current
-0.103363037,-1.58E-05,1,-0.103271484,-1.99219E-05,1,-0.103210449,-1.73584E-05,1,-0.103281657,-1.76934E-05
-0.100891113,-1.53E-05,1,-0.100830078,-1.97937E-05,1,-0.100738525,-1.70746E-05,1,-0.100819906,-1.73894E-05
-0.098419189,-1.49E-05,1,-0.098327637,-1.96747E-05,1,-0.098358154,-1.67816E-05,1,-0.098368327,-1.71188E-05
-0.096069336,-1.45E-05,1,-0.095916748,-1.95587E-05,1,-0.09588623,-1.65192E-05,1,-0.095957438,-1.68593E-05
-0.093597412,-1.41E-05,1,-0.093444824,-1.94458E-05,1,-0.093505859,-1.62415E-05,1,-0.093516032,-1.65958E-05
-0.091094971,-1.36E-05,1,-0.091033936,-1.9339E-05,1,-0.0909729,-1.59821E-05,1,-0.091033936,-1.6307E-05
-0.088653564,-1.33E-05,1,-0.088653564,-1.922E-05,1,-0.088562012,-1.57166E-05,1,-0.088623047,-1.60788E-05
-0.086273193,-1.29E-05,1,-0.086212158,-1.91162E-05,1,-0.086151123,-1.54633E-05,1,-0.086212158,-1.58265E-05
-0.08380127,-1.25E-05,1,-0.083679199,-1.90033E-05,1,-0.083679199,-1.521E-05,1,-0.083719889,-1.55711E-05
-0.081390381,-1.21E-05,1,-0.081268311,-1.89026E-05,1,-0.081268311,-1.49689E-05,1,-0.081309001,-1.53238E-05
-0.078948975,-1.18E-05,1,-0.078826904,-1.87897E-05,1,-0.078704834,-1.47247E-05,1,-0.078826904,-1.51048E-05
-0.076477051,-1.14E-05,1,-0.07635498,-1.86859E-05,1,-0.076385498,-1.44836E-05,1,-0.076405843,-1.48565E-05
-0.074005127,-1.10E-05,1,-0.073974609,-1.8576E-05,1,-0.073883057,-1.42548E-05,1,-0.073954264,-1.46103E-05
-0.071594238,-1.07E-05,1,-0.071533203,-1.84814E-05,1,-0.071472168,-1.40228E-05,1,-0.071533203,-1.44014E-05
-0.069213867,-1.04E-05,1,-0.069030762,-1.83716E-05,1,-0.069030762,-1.37939E-05,1,-0.069091797,-1.41885E-05
-0.066680908,-1.01E-05,1,-0.066619873,-1.82709E-05,1,-0.066558838,-1.35742E-05,1,-0.066619873,-1.39817E-05
-0.064239502,-9.76E-06,1,-0.064147949,-1.81732E-05,1,-0.064117432,-1.33545E-05,1,-0.064168294,-1.37626E-05
-0.061828613,-9.44E-06,1,-0.061737061,-1.80664E-05,1,-0.061645508,-1.31378E-05,1,-0.06173706,-1.35481E-05
-0.059356689,-9.12E-06,1,-0.059265137,-1.79626E-05,1,-0.059173584,-1.29181E-05,1,-0.059265137,-1.33336E-05
-0.056945801,-8.83E-06,1,-0.056793213,-1.78711E-05,1,-0.05670166,-1.27167E-05,1,-0.056813558,-1.31393E-05
-0.054504395,-8.54E-06,1,-0.054412842,-1.77704E-05,1,-0.054321289,-1.25031E-05,1,-0.054412842,-1.29378E-05
-0.052001953,-8.23E-06,1,-0.0519104,-1.76666E-05,1,-0.051971436,-1.23016E-05,1,-0.051961263,-1.27328E-05
-0.049682617,-7.96E-06,1,-0.049468994,-1.75659E-05,1,-0.049407959,-1.20941E-05,1,-0.049519857,-1.254E-05
-0.047116089,-7.69E-06,1,-0.04694519,-1.74713E-05,1,-0.046908569,-1.18958E-05,1,-0.04698995,-1.23524E-05
-0.044607544,-7.36E-06,1,-0.044430542,-1.73523E-05,1,-0.044439697,-1.16913E-05,1,-0.044492594,-1.21345E-05
-0.0421875,-7.13E-06,1,-0.042047119,-1.72607E-05,1,-0.04201355,-1.15021E-05,1,-0.042082723,-1.19643E-05
-0.03977356,-6.83E-06,1,-0.039611816,-1.71509E-05,1,-0.039578247,-1.13098E-05,1,-0.039654541,-1.17636E-05
-0.037319946,-6.57E-06,1,-0.037145996,-1.70441E-05,1,-0.037145996,-1.11176E-05,1,-0.037203979,-1.15772E-05
-0.034854126,-6.25E-06,1,-0.034695435,-1.69342E-05,1,-0.034707642,-1.09253E-05,1,-0.034752401,-1.13698E-05
-0.032446289,-6.02E-06,1,-0.032302856,-1.68335E-05,1,-0.032275391,-1.07391E-05,1,-0.032341512,-1.11975E-05
-0.029946899,-5.71E-06,1,-0.029827881,-1.67145E-05,1,-0.029812622,-1.0556E-05,1,-0.029862467,-1.09935E-05
-0.027560425,-5.46E-06,1,-0.027435303,-1.66077E-05,1,-0.027386475,-1.03699E-05,1,-0.027460734,-1.08125E-05
-0.025137329,-5.19E-06,1,-0.024960327,-1.64886E-05,1,-0.024963379,-1.01898E-05,1,-0.025020345,-1.06228E-05
-0.022677612,-4.91E-06,1,-0.02253418,-1.63635E-05,1,-0.022503662,-1.00037E-05,1,-0.022571818,-1.04257E-05
-0.02020874,-4.63E-06,1,-0.020062256,-1.62384E-05,1,-0.020062256,-9.82056E-06,1,-0.020111084,-1.02297E-05
-0.017800903,-4.37E-06,1,-0.017657471,-1.61133E-05,1,-0.017617798,-9.64661E-06,1,-0.017692057,-1.00433E-05
-0.015368652,-4.11E-06,1,-0.015176392,-1.59882E-05,1,-0.015185547,-9.46655E-06,1,-0.01524353,-9.8549E-06
-0.012924194,-3.83E-06,1,-0.012753296,-1.58539E-05,1,-0.012750244,-9.29565E-06,1,-0.012809245,-9.65985E-06
-0.010488892,-3.56E-06,1,-0.0103302,-1.57166E-05,1,-0.010287476,-9.1156E-06,1,-0.010368856,-9.46405E-06
-0.008071899,-3.28E-06,1,-0.007897949,-1.5567E-05,1,-0.007867432,-8.9447E-06,1,-0.00794576,-9.26391E-06
-0.005548096,-2.97E-06,1,-0.00539856,-1.54144E-05,1,-0.005358887,-8.7616E-06,1,-0.005435181,-9.04868E-06
-0.003155518,-2.74E-06,1,-0.003015137,-1.5271E-05,1,-0.002963257,-8.59375E-06,1,-0.003044637,-8.86825E-06
-0.000689697,-2.45E-06,1,-0.000543213,-1.51001E-05,1,-0.000524902,-8.42285E-06,1,-0.000585937,-8.65765E-06
0.001760864,-2.16E-06,1,0.001913452,-1.49261E-05,1,0.001971436,-8.2428E-06,1,0.001881917,-8.44298E-06
0.004229736,-1.85E-06,1,0.004403687,-1.47491E-05,1,0.004415894,-8.0719E-06,1,0.004349772,-8.22368E-06
0.006622314,-1.61E-06,1,0.006799316,-1.45691E-05,1,0.006814575,-7.901E-06,1,0.006745402,-8.0267E-06
0.009124756,-1.28E-06,1,0.009283447,-1.43677E-05,1,0.009277344,-7.7301E-06,1,0.009228516,-7.79259E-06
0.011538696,-1.02E-06,1,0.011679077,-1.41693E-05,1,0.011703491,-7.5592E-06,1,0.011640421,-7.58284E-06
0.014004517,-7.15E-07,1,0.014138794,-1.39587E-05,1,0.014147949,-7.39136E-06,1,0.014097087,-7.35503E-06
0.016421509,-4.14E-07,1,0.016555786,-1.37268E-05,1,0.016589355,-7.22046E-06,1,0.016522217,-7.12042E-06
0.018920898,-8.79E-08,1,0.019064331,-1.34857E-05,1,0.019076538,-7.04956E-06,1,0.019020589,-6.87439E-06
0.021307373,1.99E-07,1,0.021459961,-1.32446E-05,1,0.021459961,-6.88171E-06,1,0.021409098,-6.64245E-06
0.023748779,5.08E-07,1,0.023904419,-1.29822E-05,1,0.023904419,-6.70471E-06,1,0.023852539,-6.39296E-06
0.026196289,8.47E-07,1,0.026361084,-1.27075E-05,1,0.026351929,-6.53992E-06,1,0.026303101,-6.13348E-06
0.02862854,1.16E-06,1,0.028787231,-1.24176E-05,1,0.028811646,-6.36292E-06,1,0.028742472,-5.87351E-06
0.031060791,1.51E-06,1,0.031259155,-1.21124E-05,1,0.031216431,-6.19507E-06,1,0.031178792,-5.59917E-06
0.033569336,1.88E-06,1,0.03371582,-1.17767E-05,1,0.033721924,-6.01807E-06,1,0.033669027,-5.30493E-06
0.035968018,2.19E-06,1,0.03611145,-1.14563E-05,1,0.036126709,-5.85022E-06,1,0.036068726,-5.03884E-06
0.038424683,2.56E-06,1,0.038555908,-1.1087E-05,1,0.038580322,-5.67627E-06,1,0.038520304,-4.73444E-06
0.040844727,2.91E-06,1,0.041015625,-1.07178E-05,1,0.04100647,-5.50537E-06,1,0.040955607,-4.43771E-06
0.043328857,3.31E-06,1,0.043469238,-1.03149E-05,1,0.043478394,-5.33142E-06,1,0.043425496,-4.11212E-06
0.045724487,3.64E-06,1,0.045874023,-9.91211E-06,1,0.045874023,-5.15747E-06,1,0.045824178,-3.80986E-06
0.048196411,4.08E-06,1,0.04833374,-9.4574E-06,1,0.04836731,-4.98352E-06,1,0.048299154,-3.45364E-06
0.050811768,4.42E-06,1,0.050598145,-9.01794E-06,1,0.05065918,-4.8175E-06,1,0.050689697,-3.13848E-06
0.053375244,4.85E-06,1,0.053070068,-8.53271E-06,1,0.053161621,-4.64752E-06,1,0.053202311,-2.77675E-06
0.055725098,5.26E-06,1,0.055541992,-8.02612E-06,1,0.05557251,-4.46686E-06,1,0.0556132,-2.41099E-06
0.058288574,5.73E-06,1,0.058074951,-7.48901E-06,1,0.058074951,-4.28925E-06,1,0.058146159,-2.01609E-06
0.060760498,6.12E-06,1,0.06048584,-6.95496E-06,1,0.060150146,-4.11224E-06,1,0.060465495,-1.64907E-06
0.062835693,6.55E-06,1,0.062896729,-6.38123E-06,1,0.062774658,-3.93555E-06,1,0.062835693,-1.25559E-06
0.065246582,7.01E-06,1,0.065338135,-5.77698E-06,1,0.065124512,-3.76251E-06,1,0.065236409,-8.43163E-07
0.067626953,7.46E-06,1,0.067810059,-5.16052E-06,1,0.067596436,-3.58185E-06,1,0.067677816,-4.27457E-07
0.070068359,7.92E-06,1,0.070220947,-4.52942E-06,1,0.070037842,-3.40942E-06,1,0.070109049,-6.28092E-09
0.072631836,8.41E-06,1,0.072723389,-3.84003E-06,1,0.072601318,-3.2251E-06,1,0.072652181,4.48292E-07
0.075042725,8.85E-06,1,0.075164795,-3.17719E-06,1,0.075042725,-3.05359E-06,1,0.075083415,8.73075E-07
0.077514648,9.32E-06,1,0.077606201,-2.46124E-06,1,0.077514648,-2.87323E-06,1,0.077545166,1.32851E-06
0.079925537,9.81E-06,1,0.080078125,-1.73035E-06,1,0.07989502,-2.69684E-06,1,0.079966227,1.79427E-06
0.082427979,1.03E-05,1,0.082458496,-9.62524E-07,1,0.082366943,-2.51923E-06,1,0.082417806,2.27275E-06
0.084747314,1.08E-05,1,0.08480835,-2.29309E-07,1,0.084777832,-2.34467E-06,1,0.084777832,2.74201E-06
0.087280273,1.13E-05,1,0.087432861,5.76477E-07,1,0.087249756,-2.16675E-06,1,0.087320963,3.23658E-06
0.08972168,1.17E-05,1,0.08984375,1.35193E-06,1,0.089691162,-1.99432E-06,1,0.089752197,3.68587E-06
0.092132568,1.22E-05,1,0.092346191,2.16248E-06,1,0.092163086,-1.82159E-06,1,0.092213948,4.18029E-06
0.094604492,1.27E-05,1,0.094818115,2.98828E-06,1,0.094573975,-1.64246E-06,1,0.094665527,4.68194E-06
0.097076416,1.33E-05,1,0.097412109,3.84094E-06,1,0.097076416,-1.46881E-06,1,0.097188314,5.22404E-06
0.099456787,1.37E-05,1,0.099914551,4.65942E-06,1,0.099456787,-1.30127E-06,1,0.099609375,5.68605E-06
0.101959229,1.42E-05,1,0.102386475,5.50018E-06,1,0.101989746,-1.12885E-06,1,0.102111817,6.19045E-06
0.104309082,1.47E-05,1,0.104797363,6.35468E-06,1,0.104370117,-9.60388E-07,1,0.104492188,6.6981E-06
0.106781006,1.52E-05,1,0.106933594,7.2052E-06,1,0.106872559,-7.9071E-07,1,0.106862386,7.20483E-06
0.10925293,1.57E-05,1,0.109375,8.05664E-06,1,0.109313965,-6.27441E-07,1,0.109313965,7.70973E-06
0.111724854,1.61E-05,1,0.111877441,8.92944E-06,1,0.111846924,-4.55933E-07,1,0.111816406,8.19117E-06
0.114135742,1.66E-05,1,0.11428833,9.74121E-06,1,0.114196777,-3.0011E-07,1,0.11420695,8.68037E-06
0.116546631,1.70E-05,1,0.116699219,1.05865E-05,1,0.116729736,-1.34918E-07,1,0.116658529,9.15054E-06
0.11907959,1.75E-05,1,0.119232178,1.14288E-05,1,0.119232178,2.63672E-08,1,0.119181315,9.65173E-06
0.121551514,1.80E-05,1,0.121704102,1.2262E-05,1,0.121673584,1.86523E-07,1,0.121643067,1.01495E-05
0.12387085,1.83E-05,1,0.124053955,1.30188E-05,1,0.124328613,3.40424E-07,1,0.124084473,1.05531E-05
0.126495361,1.88E-05,1,0.126617432,1.38306E-05,1,0.12677002,4.95667E-07,1,0.126627604,1.10421E-05
0.12890625,1.91E-05,1,0.128997803,1.45599E-05,1,0.129333496,6.45294E-07,1,0.129079183,1.14351E-05
0.131317139,1.95E-05,1,0.131439209,1.53046E-05,1,0.131408691,7.8949E-07,1,0.131388346,1.18647E-05
0.13381958,1.99E-05,1,0.133850098,1.60187E-05,1,0.133880615,9.41467E-07,1,0.133850098,1.22867E-05
0.136291504,2.03E-05,1,0.136383057,1.67328E-05,1,0.136383057,1.08643E-06,1,0.136352539,1.27064E-05
0.138641357,2.06E-05,1,0.13873291,1.73767E-05,1,0.138763428,1.2265E-06,1,0.138712565,1.30677E-05
0.141052246,2.10E-05,1,0.141174316,1.80115E-05,1,0.141204834,1.3678E-06,1,0.141143799,1.34598E-05
0.143554688,2.13E-05,1,0.143737793,1.86401E-05,1,0.143707275,1.50665E-06,1,0.143666585,1.38156E-05
0.145996094,2.16E-05,1,0.146148682,1.9223E-05,1,0.146179199,1.6449E-06,1,0.146107992,1.4156E-05
0.148406982,2.20E-05,1,0.14855957,1.97876E-05,1,0.148651123,1.77948E-06,1,0.148539225,1.45224E-05
0.150878906,2.23E-05,1,0.151031494,2.0343E-05,1,0.151031494,1.92078E-06,1,0.150980631,1.48546E-05
0.153320313,2.25E-05,1,0.153442383,2.0813E-05,1,0.153503418,2.0459E-06,1,0.153422038,1.51196E-05
0.155822754,2.28E-05,1,0.155914307,2.12799E-05,1,0.155944824,2.1814E-06,1,0.155893962,1.54204E-05
0.158203125,2.31E-05,1,0.15826416,2.17041E-05,1,0.158325195,2.30682E-06,1,0.15826416,1.57036E-05
0.160614014,2.34E-05,1,0.160705566,2.21313E-05,1,0.160888672,2.43591E-06,1,0.160736084,1.59891E-05
0.162994385,2.36E-05,1,0.16317749,2.24792E-05,1,0.16317749,2.55981E-06,1,0.163116455,1.6213E-05
0.165557861,2.39E-05,1,0.165649414,2.28638E-05,1,0.165710449,2.6886E-06,1,0.165639241,1.64841E-05
0.167907715,2.41E-05,1,0.16809082,2.31537E-05,1,0.168151856,2.81311E-06,1,0.16805013,1.66889E-05
0.170379639,2.44E-05,1,0.170532227,2.34467E-05,1,0.170593262,2.93243E-06,1,0.170501709,1.69264E-05
0.172821045,2.46E-05,1,0.17300415,2.37122E-05,1,0.173034668,3.06091E-06,1,0.172953288,1.71244E-05
0.175292969,2.49E-05,1,0.175445557,2.39685E-05,1,0.175567627,3.18298E-06,1,0.175435384,1.73505E-05
0.177734375,2.50E-05,1,0.17779541,2.41516E-05,1,0.177917481,3.30444E-06,1,0.177815755,1.74854E-05
0.180084229,2.53E-05,1,0.180236816,2.43378E-05,1,0.180480957,3.42316E-06,1,0.180267334,1.7687E-05
0.182647705,2.55E-05,1,0.182769775,2.45056E-05,1,0.182861328,3.54553E-06,1,0.182759603,1.78504E-05
0.185058594,2.57E-05,1,0.185180664,2.46368E-05,1,0.185272217,3.66699E-06,1,0.185170492,1.80013E-05
0.1875,2.59E-05,1,0.187652588,2.47528E-05,1,0.187713623,3.78571E-06,1,0.18762207,1.81462E-05
0.190032959,2.61E-05,1,0.190093994,2.48596E-05,1,0.190185547,3.91144E-06,1,0.190104167,1.82904E-05
0.192382813,2.63E-05,1,0.192504883,2.49146E-05,1,0.192657471,4.02435E-06,1,0.192515056,1.8413E-05
0.194854736,2.65E-05,1,0.195037842,2.49725E-05,1,0.195037842,4.14581E-06,1,0.194976807,1.85394E-05
0.197296143,2.67E-05,1,0.197418213,2.50153E-05,1,0.197601318,4.26483E-06,1,0.197438558,1.866E-05
0.199768066,2.69E-05,1,0.199890137,2.50397E-05,1,0.19998169,4.38873E-06,1,0.199879964,1.87761E-05
0.202148438,2.70E-05,1,0.202362061,2.50214E-05,1,0.202423096,4.50348E-06,1,0.202311198,1.88416E-05
0.204620361,2.72E-05,1,0.204711914,2.50427E-05,1,0.204986572,4.62677E-06,1,0.204772949,1.89565E-05
0.207092285,2.74E-05,1,0.207183838,2.49847E-05,1,0.207336426,4.74579E-06,1,0.207204183,1.90435E-05
0.209564209,2.76E-05,1,0.209594727,2.49512E-05,1,0.20980835,4.86237E-06,1,0.209655762,1.91378E-05
0.211914063,2.77E-05,1,0.212097168,2.48932E-05,1,0.212249756,4.98718E-06,1,0.212086996,1.91935E-05
0.214447022,2.79E-05,1,0.214538574,2.48474E-05,1,0.214782715,5.10773E-06,1,0.214589437,1.9285E-05
0.216888428,2.80E-05,1,0.216949463,2.47559E-05,1,0.217163086,5.22949E-06,1,0.217000326,1.93285E-05
0.219268799,2.82E-05,1,0.219360352,2.46735E-05,1,0.219573975,5.34668E-06,1,0.219401042,1.94067E-05
0.221710205,2.84E-05,1,0.221862793,2.45911E-05,1,0.222045898,5.4715E-06,1,0.221872965,1.94875E-05
0.224212647,2.85E-05,1,0.224243164,2.44812E-05,1,0.224517822,5.59387E-06,1,0.224324544,1.9525E-05
0.2265625,2.87E-05,1,0.22668457,2.43774E-05,1,0.226898193,5.71411E-06,1,0.226715088,1.95972E-05
0.229064941,2.89E-05,1,0.229217529,2.42706E-05,1,0.229400635,5.84442E-06,1,0.229227702,1.96717E-05
0.231536865,2.90E-05,1,0.231658936,2.41425E-05,1,0.231842041,5.95917E-06,1,0.231679281,1.97005E-05
0.234008789,2.92E-05,1,0.234069824,2.40143E-05,1,0.234283447,6.08856E-06,1,0.234120687,1.97676E-05
0.236419678,2.94E-05,1,0.236511231,2.38983E-05,1,0.236419678,6.21033E-06,1,0.236450195,1.98362E-05
0.238861084,2.95E-05,1,0.238922119,2.37671E-05,1,0.238861084,6.34155E-06,1,0.238881429,1.98695E-05
0.24130249,2.96E-05,1,0.241363525,2.36115E-05,1,0.24130249,6.45752E-06,1,0.241322835,1.98897E-05
0.243774414,2.98E-05,1,0.243865967,2.34894E-05,1,0.243835449,6.5918E-06,1,0.243825277,1.99604E-05
0.246185303,2.99E-05,1,0.246307373,2.33185E-05,1,0.246154785,6.71082E-06,1,0.24621582,1.99764E-05
0.248565674,3.01E-05,1,0.248687744,2.31812E-05,1,0.248626709,6.83594E-06,1,0.248626709,2.0039E-05
0.251037598,3.03E-05,1,0.25112915,2.30316E-05,1,0.251098633,6.96411E-06,1,0.25108846,2.00986E-05
0.253509522,3.04E-05,1,0.253601074,2.29034E-05,1,0.253601074,7.09229E-06,1,0.253570557,2.01319E-05
0.25592041,3.05E-05,1,0.256011963,2.27264E-05,1,0.255981445,7.21436E-06,1,0.255971273,2.01469E-05
0.258422852,3.07E-05,1,0.258453369,2.25739E-05,1,0.258422852,7.33643E-06,1,0.258433024,2.02034E-05
0.260864258,3.09E-05,1,0.260894775,2.24243E-05,1,0.26083374,7.4646E-06,1,0.260864258,2.0263E-05
0.263244629,3.10E-05,1,0.263397217,2.22717E-05,1,0.263305664,7.58667E-06,1,0.263315837,2.02861E-05
0.265716553,3.12E-05,1,0.26574707,2.21313E-05,1,0.26574707,7.71179E-06,1,0.265736898,2.03477E-05
0.268188477,3.13E-05,1,0.268249512,2.19757E-05,1,0.268188477,7.83997E-06,1,0.268208822,2.03719E-05
0.270599365,3.14E-05,1,0.270690918,2.18201E-05,1,0.270568848,7.95593E-06,1,0.27061971,2.0392E-05
0.273040772,3.16E-05,1,0.273040772,2.16675E-05,1,0.273071289,8.078E-06,1,0.273050944,2.04485E-05
0.275543213,3.18E-05,1,0.275573731,2.1524E-05,1,0.275512695,8.20007E-06,1,0.275543213,2.0508E-05
0.277954102,3.19E-05,1,0.278076172,2.13867E-05,1,0.277923584,8.3252E-06,1,0.277984619,2.05373E-05
0.280395508,3.20E-05,1,0.280426025,2.12128E-05,1,0.280426025,8.43201E-06,1,0.280415853,2.05483E-05
0.282836914,3.22E-05,1,0.282897949,2.10968E-05,1,0.282867432,8.56018E-06,1,0.282867432,2.0619E-05
0.285247803,3.23E-05,1,0.285339356,2.09259E-05,1,0.285217285,8.67004E-06,1,0.285268148,2.0632E-05
0.287750244,3.25E-05,1,0.287689209,2.07947E-05,1,0.287780762,8.78296E-06,1,0.287740072,2.06925E-05
0.290100098,3.26E-05,1,0.290252686,2.06451E-05,1,0.290100098,8.89893E-06,1,0.29015096,2.07147E-05
0.292663574,3.28E-05,1,0.292602539,2.05292E-05,1,0.292663574,9.01184E-06,1,0.292643229,2.07803E-05
0.295043945,3.29E-05,1,0.295043945,2.03674E-05,1,0.295013428,9.11865E-06,1,0.295033773,2.07954E-05
0.297424316,3.31E-05,1,0.297515869,2.02454E-05,1,0.297454834,9.21936E-06,1,0.297465006,2.08549E-05
0.299926758,3.32E-05,1,0.299987793,2.01111E-05,1,0.299926758,9.32922E-06,1,0.299947103,2.08801E-05
0.302337647,3.34E-05,1,0.302459717,1.9989E-05,1,0.302398682,9.42688E-06,1,0.302398682,2.09386E-05
0.30480957,3.35E-05,1,0.304870606,1.98669E-05,1,0.304779053,9.52454E-06,1,0.304819743,2.09638E-05
0.307342529,3.37E-05,1,0.307312012,1.97479E-05,1,0.307281494,9.6283E-06,1,0.307312012,2.10254E-05
0.309661865,3.38E-05,1,0.309783936,1.9632E-05,1,0.309692383,9.7168E-06,1,0.309712728,2.10496E-05
0.312133789,3.39E-05,1,0.312133789,1.95038E-05,1,0.312103272,9.80835E-06,1,0.312123617,2.10707E-05
0.314666748,3.41E-05,1,0.314666748,1.94183E-05,1,0.314605713,9.8999E-06,1,0.314646403,2.11394E-05
0.317138672,3.43E-05,1,0.31716919,1.93054E-05,1,0.317138672,9.9884E-06,1,0.317148844,2.11979E-05
0.319519043,3.44E-05,1,0.319549561,1.91864E-05,1,0.319519043,1.00616E-05,1,0.319529216,2.1216E-05
0.322052002,3.45E-05,1,0.321990967,1.90948E-05,1,0.321960449,1.01532E-05,1,0.322001139,2.12493E-05
0.324401856,3.47E-05,1,0.324462891,1.89758E-05,1,0.324371338,1.02203E-05,1,0.324412028,2.12987E-05
0.326843262,3.48E-05,1,0.326904297,1.88873E-05,1,0.326782227,1.02936E-05,1,0.326843262,2.1327E-05
