Potential(1),I(1),Scan(1),Potential(2),I(2),Scan(2),Potential(3),I(3),Scan(3),Voltage,Current
-0.086456299,-3.10E-05,1,-0.086181641,-1.8692E-05,1,-0.086181641,-1.69403E-05,1,-0.086273193,-2.22E-05
-0.083892822,-3.07E-05,1,-0.083648682,-1.85486E-05,1,-0.083679199,-1.66473E-05,1,-0.083740234,-2.20E-05
-0.081481934,-3.05E-05,1,-0.081298828,-1.84235E-05,1,-0.081298828,-1.6391E-05,1,-0.081359863,-2.18E-05
-0.079040527,-3.02E-05,1,-0.078857422,-1.82922E-05,1,-0.078765869,-1.61194E-05,1,-0.078887939,-2.15E-05
-0.076507568,-3.00E-05,1,-0.076385498,-1.8158E-05,1,-0.076385498,-1.58508E-05,1,-0.076426188,-2.13E-05
-0.074157715,-2.97E-05,1,-0.073944092,-1.80237E-05,1,-0.073913574,-1.55884E-05,1,-0.074005127,-2.11E-05
-0.071716309,-2.95E-05,1,-0.071533203,-1.79016E-05,1,-0.071502686,-1.53595E-05,1,-0.071584066,-2.09E-05
-0.06930542,-2.92E-05,1,-0.069030762,-1.77704E-05,1,-0.069061279,-1.50848E-05,1,-0.069132487,-2.07E-05
-0.066772461,-2.89E-05,1,-0.066650391,-1.76514E-05,1,-0.066589355,-1.48529E-05,1,-0.066670736,-2.05E-05
-0.06439209,-2.87E-05,1,-0.064117432,-1.75293E-05,1,-0.064147949,-1.46057E-05,1,-0.064219157,-2.03E-05
-0.061920166,-2.84E-05,1,-0.061676025,-1.73981E-05,1,-0.061737061,-1.43677E-05,1,-0.061777751,-2.01E-05
-0.059448242,-2.82E-05,1,-0.059173584,-1.72668E-05,1,-0.059265137,-1.41205E-05,1,-0.059295654,-1.99E-05
-0.056976318,-2.79E-05,1,-0.056854248,-1.71539E-05,1,-0.056884766,-1.39038E-05,1,-0.056905111,-1.97E-05
-0.05456543,-2.77E-05,1,-0.054321289,-1.70258E-05,1,-0.054382324,-1.36749E-05,1,-0.054423014,-1.95E-05
-0.052154541,-2.74E-05,1,-0.051940918,-1.69098E-05,1,-0.051849365,-1.34491E-05,1,-0.051981608,-1.93E-05
-0.0496521,-2.71E-05,1,-0.04937439,-1.67755E-05,1,-0.049499512,-1.32233E-05,1,-0.049508667,-1.90E-05
-0.047116089,-2.69E-05,1,-0.046939087,-1.66534E-05,1,-0.046951294,-1.30035E-05,1,-0.047002157,-1.89E-05
-0.044619751,-2.66E-05,1,-0.044470215,-1.65253E-05,1,-0.044476318,-1.27655E-05,1,-0.044522095,-1.86E-05
-0.042202759,-2.64E-05,1,-0.042080688,-1.64063E-05,1,-0.042095947,-1.25732E-05,1,-0.042126465,-1.85E-05
-0.039779663,-2.61E-05,1,-0.039611816,-1.62842E-05,1,-0.039630127,-1.23566E-05,1,-0.039673869,-1.82E-05
-0.037316895,-2.58E-05,1,-0.037173462,-1.61591E-05,1,-0.037203979,-1.2149E-05,1,-0.037231445,-1.80E-05
-0.034863281,-2.56E-05,1,-0.034707642,-1.60248E-05,1,-0.0347229,-1.19263E-05,1,-0.034764608,-1.78E-05
-0.032455444,-2.53E-05,1,-0.032324219,-1.58997E-05,1,-0.032333374,-1.1734E-05,1,-0.032371012,-1.76E-05
-0.029998779,-2.50E-05,1,-0.02986145,-1.57654E-05,1,-0.029876709,-1.15112E-05,1,-0.029912313,-1.74E-05
-0.027603149,-2.47E-05,1,-0.027438354,-1.56433E-05,1,-0.027441406,-1.1319E-05,1,-0.027494303,-1.72E-05
-0.025137329,-2.45E-05,1,-0.024972534,-1.5509E-05,1,-0.025009155,-1.11145E-05,1,-0.025039673,-1.70E-05
-0.022674561,-2.42E-05,1,-0.022555542,-1.53748E-05,1,-0.022543335,-1.091E-05,1,-0.022591146,-1.68E-05
-0.020214844,-2.39E-05,1,-0.020068359,-1.52313E-05,1,-0.020077515,-1.06934E-05,1,-0.020120239,-1.66E-05
-0.01781311,-2.36E-05,1,-0.017684937,-1.51062E-05,1,-0.017684937,-1.05072E-05,1,-0.017727661,-1.64E-05
-0.015362549,-2.33E-05,1,-0.01522522,-1.49567E-05,1,-0.015249634,-1.03027E-05,1,-0.015279134,-1.62E-05
-0.012942505,-2.30E-05,1,-0.012750244,-1.48071E-05,1,-0.012792969,-1.00922E-05,1,-0.012828573,-1.60E-05
-0.010473633,-2.26E-05,1,-0.010317993,-1.46545E-05,1,-0.010342407,-9.8938E-06,1,-0.010378011,-1.57E-05
-0.00803833,-2.23E-05,1,-0.00788269,-1.4505E-05,1,-0.007891846,-9.69238E-06,1,-0.007937622,-1.55E-05
-0.005548096,-2.20E-05,1,-0.00541687,-1.43341E-05,1,-0.005426025,-9.47571E-06,1,-0.005463664,-1.53E-05
-0.003167725,-2.17E-05,1,-0.003009033,-1.41846E-05,1,-0.00300293,-9.28955E-06,1,-0.003059896,-1.50E-05
-0.000720215,-2.13E-05,1,-0.000534058,-1.40167E-05,1,-0.000558472,-9.08203E-06,1,-0.000604248,-1.48E-05
0.00177002,-2.10E-05,1,0.001907349,-1.38275E-05,1,0.001901245,-8.85925E-06,1,0.001859538,-1.45E-05
0.004241943,-2.06E-05,1,0.004370117,-1.36505E-05,1,0.004367065,-8.64563E-06,1,0.004326375,-1.43E-05
0.006643677,-2.02E-05,1,0.006774902,-1.34674E-05,1,0.006796265,-8.45337E-06,1,0.006738281,-1.41E-05
0.009127808,-1.98E-05,1,0.009262085,-1.3269E-05,1,0.009243774,-8.22449E-06,1,0.009211222,-1.38E-05
0.011529541,-1.95E-05,1,0.011685181,-1.30707E-05,1,0.011676025,-8.03223E-06,1,0.011630249,-1.35E-05
0.013980103,-1.91E-05,1,0.014135742,-1.28601E-05,1,0.014108276,-7.80945E-06,1,0.014074707,-1.32E-05
0.016421509,-1.86E-05,1,0.016534424,-1.26465E-05,1,0.016543579,-7.58667E-06,1,0.016499837,-1.30E-05
0.018911743,-1.82E-05,1,0.019055176,-1.24023E-05,1,0.019030762,-7.34863E-06,1,0.018999227,-1.26E-05
0.021331787,-1.78E-05,1,0.021444702,-1.21857E-05,1,0.021450806,-7.14111E-06,1,0.021409098,-1.24E-05
0.023764038,-1.73E-05,1,0.023883057,-1.19263E-05,1,0.023876953,-6.90308E-06,1,0.023841349,-1.20E-05
0.026205444,-1.68E-05,1,0.026345825,-1.1673E-05,1,0.026339722,-6.66809E-06,1,0.026296997,-1.17E-05
0.028640747,-1.63E-05,1,0.028762817,-1.13983E-05,1,0.028778076,-6.427E-06,1,0.028727214,-1.14E-05
0.031088257,-1.58E-05,1,0.031234741,-1.11206E-05,1,0.031201172,-6.17981E-06,1,0.031174723,-1.10E-05
0.033566284,-1.52E-05,1,0.033703613,-1.08093E-05,1,0.033688354,-5.9082E-06,1,0.033652751,-1.07E-05
0.035986328,-1.47E-05,1,0.036090088,-1.05164E-05,1,0.03609314,-5.67322E-06,1,0.036056519,-1.03E-05
0.038430786,-1.42E-05,1,0.038574219,-1.01807E-05,1,0.038531494,-5.40161E-06,1,0.038512166,-9.92E-06
0.040856934,-1.36E-05,1,0.040975952,-9.84497E-06,1,0.040963745,-5.13E-06,1,0.04093221,-9.51E-06
0.043292236,-1.29E-05,1,0.043444824,-9.48486E-06,1,0.043435669,-4.84924E-06,1,0.04339091,-9.09E-06
0.045724487,-1.23E-05,1,0.045877075,-9.1217E-06,1,0.045846558,-4.58069E-06,1,0.04581604,-8.67E-06
0.04821167,-1.16E-05,1,0.048352051,-8.73108E-06,1,0.048342896,-4.26239E-06,1,0.048302205,-8.21E-06
0.050506592,-1.10E-05,1,0.050689697,-8.32825E-06,1,0.050628662,-3.9801E-06,1,0.050608317,-7.75E-06
0.052978516,-1.02E-05,1,0.053131104,-7.90405E-06,1,0.053131104,-3.65967E-06,1,0.053080241,-7.27E-06
0.055419922,-9.48E-06,1,0.055541992,-7.46155E-06,1,0.055267334,-3.33008E-06,1,0.055409749,-6.76E-06
0.057861328,-8.69E-06,1,0.058044434,-6.98547E-06,1,0.057922363,-2.98553E-06,1,0.057942708,-6.22E-06
0.060333252,-7.92E-06,1,0.060455322,-6.53076E-06,1,0.060241699,-2.66235E-06,1,0.060343424,-5.71E-06
0.062744141,-7.09E-06,1,0.062896729,-6.01501E-06,1,0.062744141,-2.30377E-06,1,0.062795003,-5.14E-06
0.065155029,-6.25E-06,1,0.065368652,-5.50537E-06,1,0.065307617,-1.93909E-06,1,0.0652771,-4.56E-06
0.067626953,-5.36E-06,1,0.067810059,-4.96216E-06,1,0.067749023,-1.55853E-06,1,0.067728678,-3.96E-06
0.070068359,-4.45E-06,1,0.070220947,-4.41162E-06,1,0.070129395,-1.17523E-06,1,0.070139567,-3.35E-06
0.072601318,-3.48E-06,1,0.072753906,-3.82141E-06,1,0.072692871,-7.53174E-07,1,0.072682698,-2.69E-06
0.074981689,-2.55E-06,1,0.075134277,-3.24799E-06,1,0.075164795,-3.67432E-07,1,0.075093587,-2.06E-06
0.077392578,-1.55E-06,1,0.077575684,-2.63519E-06,1,0.077545166,5.78918E-08,1,0.077504476,-1.38E-06
0.079864502,-5.36E-07,1,0.079833984,-2.00592E-06,1,0.08001709,4.96216E-07,1,0.079905192,-6.82E-07
0.082366943,5.29E-07,1,0.082397461,-1.35254E-06,1,0.082489014,9.53979E-07,1,0.082417806,4.35E-08
0.08493042,1.54E-06,1,0.084838867,-7.04956E-07,1,0.085021973,1.38275E-06,1,0.08493042,7.40E-07
0.087402344,2.66E-06,1,0.087463379,-2.01111E-08,1,0.087493896,1.87561E-06,1,0.087453206,1.51E-06
0.08984375,3.72E-06,1,0.08984375,6.44836E-07,1,0.089904785,2.32452E-06,1,0.089864095,2.23E-06
0.092376709,4.84E-06,1,0.092346191,1.34216E-06,1,0.092346191,2.81738E-06,1,0.092356364,3.00E-06
0.09487915,5.97E-06,1,0.094726563,2.05383E-06,1,0.094818115,3.32275E-06,1,0.094807943,3.78E-06
0.097442627,7.14E-06,1,0.097259521,2.79083E-06,1,0.097351074,3.84277E-06,1,0.097351074,4.59E-06
0.099395752,8.26E-06,1,0.099761963,3.48785E-06,1,0.099761963,4.3277E-06,1,0.099639893,5.36E-06
0.101898193,9.42E-06,1,0.102203369,4.21661E-06,1,0.102294922,4.84528E-06,1,0.102132161,6.16E-06
0.104400635,1.06E-05,1,0.104705811,4.94141E-06,1,0.104705811,5.37781E-06,1,0.104604085,6.96E-06
0.106842041,1.17E-05,1,0.10723877,5.67871E-06,1,0.10723877,5.90179E-06,1,0.107106527,7.77E-06
0.10925293,1.29E-05,1,0.109680176,6.40289E-06,1,0.109649658,6.43677E-06,1,0.109527588,8.58E-06
0.111694336,1.41E-05,1,0.111907959,7.16248E-06,1,0.111755371,7.00073E-06,1,0.111785889,9.42E-06
0.114105225,1.52E-05,1,0.11428833,7.85522E-06,1,0.11428833,7.51038E-06,1,0.114227295,1.02E-05
0.116546631,1.63E-05,1,0.116790772,8.58154E-06,1,0.116607666,8.04749E-06,1,0.116648356,1.10E-05
0.119140625,1.75E-05,1,0.119171143,9.31396E-06,1,0.119171143,8.61206E-06,1,0.11916097,1.18E-05
0.121612549,1.86E-05,1,0.121734619,1.00189E-05,1,0.121673584,9.15527E-06,1,0.121673584,1.26E-05
0.123962402,1.97E-05,1,0.12399292,1.06781E-05,1,0.124084473,9.65576E-06,1,0.124013265,1.33E-05
0.126495361,2.08E-05,1,0.126617432,1.13678E-05,1,0.126525879,1.0202E-05,1,0.126546224,1.41E-05
0.128814697,2.18E-05,1,0.128936768,1.20087E-05,1,0.128967285,1.06964E-05,1,0.12890625,1.48E-05
0.131347656,2.28E-05,1,0.131378174,1.26465E-05,1,0.131378174,1.12091E-05,1,0.131368001,1.56E-05
0.133758545,2.38E-05,1,0.133850098,1.3269E-05,1,0.133850098,1.17157E-05,1,0.13381958,1.63E-05
0.136352539,2.48E-05,1,0.136322022,1.39008E-05,1,0.136291504,1.22314E-05,1,0.136322021,1.70E-05
0.138671875,2.57E-05,1,0.138763428,1.44531E-05,1,0.13873291,1.26831E-05,1,0.138722738,1.76E-05
0.141204834,2.66E-05,1,0.141174316,1.50269E-05,1,0.141113281,1.31561E-05,1,0.141164144,1.83E-05
0.143615723,2.75E-05,1,0.14364624,1.5567E-05,1,0.143585205,1.3623E-05,1,0.143615723,1.89E-05
0.146026611,2.83E-05,1,0.146148682,1.6095E-05,1,0.146087647,1.40686E-05,1,0.146087646,1.95E-05
0.148468018,2.91E-05,1,0.148468018,1.65833E-05,1,0.148498535,1.4502E-05,1,0.14847819,2.01E-05
0.150970459,2.99E-05,1,0.151031494,1.70898E-05,1,0.150970459,1.49414E-05,1,0.150990804,2.06E-05
0.153411865,3.06E-05,1,0.153411865,1.75171E-05,1,0.153381348,1.5329E-05,1,0.153401693,2.11E-05
0.155914307,3.13E-05,1,0.155914307,1.79504E-05,1,0.155822754,1.57196E-05,1,0.155883789,2.17E-05
0.158233643,3.19E-05,1,0.158233643,1.83502E-05,1,0.15826416,1.60828E-05,1,0.158243815,2.21E-05
0.160644531,3.26E-05,1,0.160705566,0.00001875,1,0.160705566,1.64673E-05,1,0.160685221,2.26E-05
0.163116455,3.31E-05,1,0.163146973,1.90979E-05,1,0.16317749,1.67908E-05,1,0.163146973,2.30E-05
0.165649414,3.37E-05,1,0.165618897,1.9458E-05,1,0.165649414,1.71478E-05,1,0.165639242,2.34E-05
0.168029785,3.42E-05,1,0.168060303,1.97723E-05,1,0.167999268,1.74408E-05,1,0.168029785,2.38E-05
0.170440674,3.47E-05,1,0.170440674,2.00714E-05,1,0.170501709,1.77551E-05,1,0.170461019,2.42E-05
0.172973633,3.52E-05,1,0.172943115,2.03583E-05,1,0.172851563,1.80481E-05,1,0.17292277,2.45E-05
0.175384522,3.57E-05,1,0.175354004,2.06299E-05,1,0.175415039,1.83502E-05,1,0.175384522,2.49E-05
0.177734375,3.60E-05,1,0.177856445,2.08466E-05,1,0.17779541,1.85883E-05,1,0.17779541,2.51E-05
0.180267334,3.64E-05,1,0.180236816,2.10846E-05,1,0.180175781,1.88477E-05,1,0.180226644,2.54E-05
0.182678223,3.68E-05,1,0.182617188,2.12799E-05,1,0.182647705,1.90887E-05,1,0.182647705,2.57E-05
0.185089111,3.71E-05,1,0.185058594,2.14752E-05,1,0.185119629,1.93176E-05,1,0.185089111,2.60E-05
0.18762207,3.74E-05,1,0.187591553,2.16431E-05,1,0.187561035,1.95374E-05,1,0.187591553,2.62E-05
0.190093994,3.77E-05,1,0.190093994,2.18292E-05,1,0.190063477,1.97662E-05,1,0.190083822,2.64E-05
0.192504883,3.80E-05,1,0.192474365,2.1936E-05,1,0.1925354,1.99371E-05,1,0.192504883,2.66E-05
0.194915772,3.82E-05,1,0.195007324,2.20673E-05,1,0.194915772,2.01202E-05,1,0.194946289,2.68E-05
0.197448731,3.84E-05,1,0.197387695,2.21954E-05,1,0.197357178,2.03094E-05,1,0.197397868,2.70E-05
0.199859619,3.87E-05,1,0.199829102,2.23022E-05,1,0.199829102,2.04895E-05,1,0.199839274,2.72E-05
0.202301025,3.88E-05,1,0.20223999,2.23816E-05,1,0.202270508,2.06238E-05,1,0.202270508,2.73E-05
0.204772949,3.91E-05,1,0.204772949,2.24701E-05,1,0.204711914,2.07977E-05,1,0.204752604,2.74E-05
0.207214356,3.92E-05,1,0.207122803,2.25311E-05,1,0.20715332,2.09167E-05,1,0.207163493,2.75E-05
0.209594727,3.94E-05,1,0.209625244,2.258E-05,1,0.209625244,2.10602E-05,1,0.209615072,2.77E-05
0.212005615,3.95E-05,1,0.21206665,2.2644E-05,1,0.212036133,2.11945E-05,1,0.212036133,2.78E-05
0.214569092,3.97E-05,1,0.214538574,2.2702E-05,1,0.214508057,2.13409E-05,1,0.214538574,2.79E-05
0.216918945,3.98E-05,1,0.216918945,2.27203E-05,1,0.216888428,2.14355E-05,1,0.216908773,2.80E-05
0.219360352,3.99E-05,1,0.219329834,2.27386E-05,1,0.219360352,2.15485E-05,1,0.219350179,2.81E-05
0.221832275,4.00E-05,1,0.221832275,2.27539E-05,1,0.221801758,2.16583E-05,1,0.221822103,2.81E-05
0.224304199,4.01E-05,1,0.224243164,2.27753E-05,1,0.224182129,2.17621E-05,1,0.224243164,2.82E-05
0.22668457,4.02E-05,1,0.226654053,2.27753E-05,1,0.22668457,2.18689E-05,1,0.226674398,2.83E-05
0.229187012,4.03E-05,1,0.229187012,2.27936E-05,1,0.229156494,2.19727E-05,1,0.229176839,2.83E-05
0.231567383,4.03E-05,1,0.231536865,2.27692E-05,1,0.231506348,2.2049E-05,1,0.231536865,2.84E-05
0.233978272,4.04E-05,1,0.234039307,2.276E-05,1,0.234008789,2.21283E-05,1,0.234008789,2.84E-05
0.236511231,4.05E-05,1,0.236480713,2.2757E-05,1,0.23638916,2.2229E-05,1,0.236460368,2.85E-05
0.238952637,4.06E-05,1,0.238952637,2.27417E-05,1,0.238891602,2.23145E-05,1,0.238932292,2.85E-05
0.241333008,4.06E-05,1,0.241333008,2.27051E-05,1,0.24130249,2.23724E-05,1,0.241322835,2.86E-05
0.243804932,4.07E-05,1,0.243804932,2.26898E-05,1,0.243865967,2.2467E-05,1,0.243825277,2.86E-05
0.246246338,4.07E-05,1,0.246246338,2.26532E-05,1,0.246246338,2.25098E-05,1,0.246246338,2.86E-05
0.248748779,4.08E-05,1,0.248718262,2.26105E-05,1,0.248626709,2.25891E-05,1,0.248697917,2.87E-05
0.25112915,4.09E-05,1,0.251159668,2.25861E-05,1,0.251068115,2.26563E-05,1,0.251118978,2.87E-05
0.253570557,4.10E-05,1,0.253570557,2.25525E-05,1,0.253540039,2.27417E-05,1,0.253560384,2.88E-05
0.255950928,4.10E-05,1,0.256042481,2.24945E-05,1,0.255981445,2.27783E-05,1,0.255991618,2.88E-05
0.258483887,4.11E-05,1,0.258422852,2.24609E-05,1,0.258422852,2.28394E-05,1,0.258443197,2.88E-05
0.260925293,4.11E-05,1,0.260894775,2.2403E-05,1,0.260894775,2.28943E-05,1,0.260904948,2.88E-05
0.263336182,4.12E-05,1,0.263397217,2.23724E-05,1,0.263336182,2.29523E-05,1,0.263356527,2.88E-05
0.26574707,4.12E-05,1,0.265777588,2.23114E-05,1,0.265777588,2.30042E-05,1,0.265767415,2.89E-05
0.268249512,4.13E-05,1,0.268280029,2.22931E-05,1,0.268218994,2.30682E-05,1,0.268249512,2.89E-05
0.270690918,4.14E-05,1,0.2706604,2.22137E-05,1,0.270690918,2.31049E-05,1,0.270680745,2.89E-05
0.273101807,4.15E-05,1,0.273132324,2.21649E-05,1,0.273040772,2.31506E-05,1,0.273091634,2.89E-05
0.275512695,4.15E-05,1,0.275543213,2.21222E-05,1,0.275512695,2.32117E-05,1,0.275522868,2.90E-05
0.278015137,4.16E-05,1,0.277984619,2.20673E-05,1,0.278015137,2.32513E-05,1,0.278004964,2.90E-05
0.280426025,4.17E-05,1,0.280456543,2.20032E-05,1,0.280395508,2.32849E-05,1,0.280426025,2.90E-05
0.282958984,4.18E-05,1,0.282897949,2.19635E-05,1,0.282897949,2.33429E-05,1,0.282918294,2.90E-05
0.285308838,4.19E-05,1,0.285339356,2.19025E-05,1,0.285247803,2.33551E-05,1,0.285298665,2.90E-05
0.287780762,4.19E-05,1,0.287750244,2.18414E-05,1,0.287750244,2.33948E-05,1,0.287760417,2.91E-05
0.290252686,4.21E-05,1,0.290161133,2.18079E-05,1,0.29019165,2.34344E-05,1,0.290201823,2.91E-05
0.292724609,4.22E-05,1,0.292633057,2.17499E-05,1,0.292633057,2.34894E-05,1,0.292663574,2.91E-05
0.295043945,4.23E-05,1,0.295074463,2.16888E-05,1,0.295043945,2.34894E-05,1,0.295054118,2.91E-05
0.297546387,4.24E-05,1,0.297485352,2.1637E-05,1,0.297454834,2.35291E-05,1,0.297495524,2.92E-05
0.300018311,4.25E-05,1,0.299987793,2.15851E-05,1,0.29989624,2.35626E-05,1,0.299967448,2.92E-05
0.302398682,4.26E-05,1,0.302398682,2.15454E-05,1,0.302307129,2.35901E-05,1,0.302368164,2.92E-05
0.304870606,4.27E-05,1,0.304840088,2.14844E-05,1,0.304870606,2.36115E-05,1,0.304860433,2.93E-05
0.307373047,4.29E-05,1,0.307342529,2.14691E-05,1,0.307373047,2.36603E-05,1,0.307362874,2.93E-05
0.309844971,4.30E-05,1,0.309753418,2.13867E-05,1,0.309814453,2.36603E-05,1,0.309804281,2.94E-05
0.312194824,4.32E-05,1,0.312255859,2.13531E-05,1,0.312164307,2.36908E-05,1,0.312204997,2.94E-05
0.314666748,4.33E-05,1,0.314697266,2.13318E-05,1,0.314605713,2.37366E-05,1,0.314656576,2.95E-05
0.317199707,4.35E-05,1,0.31716919,2.12921E-05,1,0.317108154,2.37579E-05,1,0.317159017,2.95E-05
0.319641113,4.36E-05,1,0.319519043,2.12311E-05,1,0.319519043,2.37579E-05,1,0.319559733,2.95E-05
0.322052002,4.38E-05,1,0.322113037,2.12006E-05,1,0.322021484,2.38037E-05,1,0.322062175,2.96E-05
0.324493408,4.40E-05,1,0.324493408,2.11609E-05,1,0.324401856,2.38007E-05,1,0.324462891,2.96E-05
0.326904297,4.42E-05,1,0.326873779,2.11121E-05,1,0.326843262,2.3822E-05,1,0.326873779,2.97E-05
0.329345703,4.43E-05,1,0.329345703,2.1106E-05,1,0.329284668,2.38434E-05,1,0.329325358,2.98E-05
0.331848145,4.46E-05,1,0.331848145,2.10876E-05,1,0.331787109,2.38892E-05,1,0.3318278,2.98E-05
0.334197998,4.47E-05,1,0.334228516,2.10388E-05,1,0.334106445,2.38708E-05,1,0.334177653,2.99E-05
